Charles Butler (lawyer)|Charles Butler|Butler, Charles, 1750-1832|1750-1832|1750-1832|1|1|Found: via dates
NA|Dugald Butler|Butler, Dugald, 1862-1926||1862-1926|0|0|
Elizabeth Thompson|Elizabeth Butler|Butler, Elizabeth, 1846-1933|1846-1933|1846-1933|2|1|Found: via dates
Ellis Parker Butler|Ellis Parker Butler|Butler, Ellis Parker, 1869-1937|1869-1937|1869-1937|22|1|Found: via dates
NA|George Frank Butler|Butler, George Frank, 1857-1921||1857-1921|0|0|
NA|Harold Edgeworth Butler|Butler, Harold Edgeworth, 1878-1951||1878-1951|0|0|
NA|John James Butler|Butler, John James, 1867-||1867-|0|0|
Joseph G. Butler, Jr.|Joseph Green Butler|Butler, Joseph G. (Joseph Green), 1840-1927|1840-1927|1840-1927|1|0|Found: via dates
Joseph Butler|Joseph Butler|Butler, Joseph, 1692-1752|1692-1752|1692-1752|2|1|Found: via dates
Josephine Butler|Josephine Elizabeth Grey Butler|Butler, Josephine Elizabeth Grey, 1828-1906|1828-1906|1828-1906|1|1|Found: via dates
NA|Maude M. Butler|Butler, Maude M.|||0|0|
Pardee Butler|Pardee Butler|Butler, Pardee, 1816-1888|1816-1888|1816-1888|1|1|Found: via dates
Pierce Butler|Pierce Butler|Butler, Pierce|1744-1822||0|1|Found: via template
Samuel Butler (poet)|Samuel Butler|Butler, Samuel, 1612-1680|1613-1680|1612-1680|0|0|Found: via manual
Samuel Butler (schoolmaster)|Samuel Butler|Butler, Samuel, 1774-1839|1774-1839|1774-1839|0|1|Found: via dates
Samuel Butler (novelist)|Samuel Butler|Butler, Samuel, 1835-1902|1835-1902|1835-1902|18|1|Found: via dates
NA|Thomas Belden Butler|Butler, Thomas Belden|||0|0|False Positive: Thomas Butler, Viscount Thurles
William Butler (British Army officer)|William Francis Butler|Butler, William Francis, Sir, 1838-1910|1838-1910|1838-1910|1|1|Found: via dates
NA|Willshire Butterfield|Butterfield, Consul Willshire, 1824-1899||1824-1899|0|0|
Kenyon L. Butterfield|Kenyon Leech Butterfield|Butterfield, Kenyon L. (Kenyon Leech), 1868-1935|1868-1936|1868-1935|0|0|Found: via work_scan OpenL
Hezekiah Butterworth|Hezekiah Butterworth|Butterworth, Hezekiah, 1839-1905|1839-1905|1839-1905|7|1|Found: via dates
NA|Enrico Annibale Butti|Butti, Enrico Annibale, 1868-1912||1868-1912|0|0|
NA|August Büttner|Büttner, August|||0|0|
NA|C. A. Butz|Butz, C. A.|||0|0|
NA|Berthe de Buxy|Buxy, B. de (Berthe de), 1863-1921||1863-1921|0|0|
Cyriel Buysse|Cyriël Buysse|Buysse, Cyriël, 1859-1932|1859-1932|1859-1932|11|1|Found: via dates
NA|Lucy Byerley|Byerley, Lucy|||0|0|
NA|William Elwood Byerly|Byerly, William Elwood, 1849-||1849-|0|0|
NA|J. W. Byers|Byers, J. W.|||0|0|
NA|Samuel H. M. Byers|Byers, Samuel H. M.|||0|0|
NA|Joseph E. Bygate|Bygate, Joseph E.|||0|0|
NA|Mildred Stapley Byne|Byne, Mildred Stapley, 1875-1941||1875-1941|0|0|
Witter Bynner|Witter Bynner|Bynner, Witter, 1881-1968|1881-1968|1881-1968|1|0|Found: via dates
NA|Edward W. Byrn|Byrn, Edward W.|||0|0|
NA|Desmond Byrne|Byrne, Desmond|||0|0|
Brian Oswald Donn-Byrne|Donn Byrne|Byrne, Donn, 1889-1928|1889-1928|1889-1928|2|1|Found: via dates
NA|Mary Agnes Byrne|Byrne, Mary Agnes|||0|0|
Lord Byron|George Gordon Byron Byron|Byron, George Gordon Byron, Baron, 1788-1824|1788-1824|1788-1824|29|1|Found: via dates
John Byron|John Byron|Byron, John|1723-1786||0|0|Found: via work_scan OpenL
May Byron|May Clarissa Gillington Byron|Byron, May Clarissa Gillington, -1936|1861-1936|-1936|0|0|Found: via work_scan OpenL
NA|E. E. Byrum|Byrum, E. E.|||0|0|
NA|Isabel Coston Byrum|Byrum, Isabel C. (Isabel Coston), 1870-1938||1870-1938|0|0|
NA|Edward Bysshe|Bysshe, Edward, active 1702-1712||1702-1712|0|0|Possible Type 2: Edward Bysshe
Fernán Caballero|Fernán Caballero|Caballero, Fernán, 1796-1877|1796-1877|1796-1877|1|1|Found: via dates
James Branch Cabell|James Branch Cabell|Cabell, James Branch, 1879-1958|1879-1958|1879-1958|13|1|Found: via dates
NA|Boyd Cable|Cable, Boyd, 1878-1943||1878-1943|0|0|
George Washington Cable|George Washington Cable|Cable, George Washington, 1844-1925|1844-1925|1844-1925|14|1|Found: via dates
Mildred Cable|Mildred Cable|Cable, Mildred, 1878-1952|1878-1952|1878-1952|1|0|Found: via dates
NA|John York Cabot|Cabot, John York|||0|0|
NA|Francisco António Cabral|Cabral, Francisco António|||0|0|
NA|Guilherme Read Cabral|Cabral, Guilherme Read|||0|0|
NA|Antonio Caccianiga|Caccianiga, Antonio|||0|0|
Florence Caddy|Florence Caddy|Caddy, Florence|1837-1923||0|0|Found: via work_scan OpenL
NA|Adelaide Cadogan|Cadogan, Adelaide, Lady|||0|0|
Cædmon|Caedmon|Caedmon|-7thC||0|1|Found: via work_scan OpenL
Julius Caesar|Julius Caesar|Caesar, Julius, 100 BC-44 BC|100-44|100-44|0|1|Found: via work_scan OpenL
Abraham Cahan|Abraham Cahan|Cahan, Abraham, 1860-1951|1860-1951|1860-1951|4|1|Found: via dates
Georges Cain|Georges Cain|Cain, Georges|1856-1919||0|0|Found: via work_scan OpenL
Hall Caine|Hall Caine|Caine, Hall, Sir, 1853-1931|1853-1931|1853-1931|16|1|Found: via dates
Mona Caird|Mona Caird|Caird, Mona|1854-1932||0|0|Found: via work_scan OpenL
John Cairns (1818–1892)|John Cairns|Cairns, John, 1818-1892|1818-1892|1818-1892|1|1|Found: via dates
James Sinclair, 14th Earl of Caithness|James Sinclair|Caithness, James Sinclair, 14th earl of, 1821-1881|1821-1881|1821-1881|1|0|Found: via dates
John Caius|John Caius|Caius, John, 1510-1573|1510-1573|1510-1573|4|1|Found: via dates
Paavo Cajander|Paavo Emil Cajander|Cajander, Paavo Emil, 1846-1913|1846-1913|1846-1913|0|0|Found: via manual
Florian Cajori|Florian Cajori|Cajori, Florian, 1859-1930|1859-1930|1859-1930|2|1|Found: via dates
Calamity Jane|Calamity Jane|Calamity Jane, 1852-1903|1852-1903|1852-1903|1|1|Found: via dates
NA|J. W. Calamnius|Calamnius, J. W., 1838-1891||1838-1891|0|0|
NA|Francisco Calcagno|Calcagno, Francisco|||0|0|
Randolph Caldecott|Randolph Caldecott|Caldecott, Randolph, 1846-1886|1846-1886|1846-1886|9|1|Found: via dates
Frances Erskine Inglis, 1st Marquise of Calderón de la Barca|Frances Erskine Inglis Calderón de la Barca|Calderón de la Barca, Madame (Frances Erskine Inglis), 1804-1882|1804-1882|1804-1882|2|1|Found: via dates
Pedro Calderón de la Barca|Pedro Calderón de la Barca|Calderón de la Barca, Pedro, 1600-1681|1600-1681|1600-1681|5|1|Found: via dates
NA|Sofronio G. Calderón|Calderón, Sofronio G., 1878-1954?||1878-1954|0|0|
Henry Calderwood|Henry Calderwood|Calderwood, Henry, 1830-1897|1830-1897|1830-1897|1|0|Found: via dates
NA|Adelbert Farrington Caldwell|Caldwell, Adelbert Farrington|||0|0|
NA|George Walter Caldwell|Caldwell, George W. (George Walter), 1866-1946||1866-1946|0|0|
NA|Willie Walker Caldwell|Caldwell, Willie Walker|||0|0|
NA|Alfred Rochefort Calhoun|Calhoun, A. R. (Alfred Rochefort), 1844-||1844-|0|0|
NA|Frances Boyd Calhoun|Calhoun, Frances Boyd, 1867-1909||1867-1909|0|0|
NA|Howell Calhoun|Calhoun, Howell|||0|0|
John C. Calhoun|John Caldwell Calhoun|Calhoun, John C. (John Caldwell), 1782-1850|1782-1850|1782-1850|1|1|Found: via dates
NA|California. State Board of Charities and Corrections|California. State Board of Charities and Corrections|||0|0|
NA|Harold Calin|Calin, Harold|||0|0|
NA|Gary Nathan Calkins|Calkins, Gary N. (Gary Nathan), 1869-1943||1869-1943|0|0|
Annie Payson Call|Annie Payson Call|Call, Annie Payson, 1853-1940|1853-1940|1853-1940|5|1|Found: via dates
Frank Oliver Call|Frank Oliver Call|Call, Frank Oliver, 1878-1956|1878-1956|1878-1956|2|0|Found: via dates
NA|Daniel Callahan|Callahan, Daniel|||0|0|Possible Type 2: Daniel Callahan
NA|Charles Jerome Callan|Callan, Charles Jerome, 1877-1962||1877-1962|0|0|
Maria Graham|Maria Callcott|Callcott, Maria, Lady, 1785-1842|1786-1844|1785-1842|0|0|Found: via work_scan OpenL WLH
NA|Auguste Callet|Callet, Auguste, 1812-1883||1812-1883|0|0|
Charles Edward Callwell|Charles Edward Callwell|Callwell, C. E. (Charles Edward), Sir, 1859-1928|1859-1928|1859-1928|1|0|Found: via dates
William Thomas Calman|William Thomas Calman|Calman, William Thomas|1871-1952||0|0|Found: via work_scan OpenL
Antoine Augustin Calmet|Augustin Calmet|Calmet, Augustin, 1672-1757|1672-1757|1672-1757|1|1|Found: via dates
NA|João Pandiá Calógeras|Calógeras, João Pandiá, 1870-1934||1870-1934|0|0|
NA|Dion Clayton Calthrop|Calthrop, Dion Clayton, 1878-1937||1878-1937|0|0|
NA|Samuel Robert Calthrop|Calthrop, S. R. (Samuel Robert), 1829-1917||1829-1917|0|0|
Charles Stuart Calverley|Charles Stuart Calverley|Calverley, Charles Stuart, 1831-1884|1831-1884|1831-1884|2|1|Found: via dates
NA|Albert Frederick Calvert|Calvert, A. F. (Albert Frederick), 1872-1946||1872-1946|0|0|
George Henry Calvert|George Henry Calvert|Calvert, George Henry, 1803-1889|1803-1889|1803-1889|1|1|Found: via dates
John Calvin|Jean Calvin|Calvin, Jean, 1509-1564|1509-1564|1509-1564|2|1|Found: via dates
Jorge Camacho (writer)|Jorge Camacho|Camacho, Jorge|1966-||0|0|Found: via manual
Manuel de Brito Camacho|Manuel de Brito Camacho|Camacho, Manuel de Brito|1862-1934||0|0|Found: via work_scan OpenL
NA|João da Câmara|Câmara, João da, 1852-1908||1852-1908|0|0|
NA|Julio Camba|Camba, Julio, 1884?-1962||1884-1962|0|0|
Gerald of Wales|Giraldus Cambrensis|Cambrensis, Giraldus, 1146?-1223?|1140s-1220s|1146-1223|0|1|Found: via work_scan OpenL
Ada Cambridge|Ada Cambridge|Cambridge, Ada, 1844-1926|1844-1926|1844-1926|8|1|Found: via dates
Agnes Deans Cameron|Agnes Deans Cameron|Cameron, Agnes Deans, 1863-1912|1863-1912|1863-1912|1|0|Found: via dates
Charles Cameron (physician)|Charles Alexander Cameron|Cameron, Charles Alexander, Sir, 1830-1921|1830-1921|1830-1921|0|0|Found: via manual
NA|H. Lovett Cameron|Cameron, H. Lovett, Mrs.|||0|0|
NA|Hector Charles Cameron|Cameron, Hector Charles, 1878-1958||1878-1958|0|0|
John Cameron (footballer, born 1872)|John Cameron|Cameron, John|1872-1935||0|0|Found: via manual
Adolfo Caminha|Adolfo Ferreira Caminha|Caminha, Adolfo Ferreira, 1867-1897|1867-1897|1867-1897|1|1|Found: via dates
Émile Cammaerts|Emile Cammaerts|Cammaerts, Emile, 1878-1953|1878-1953|1878-1953|2|1|Found: via dates
NA|Adelbert Cammerer|Cammerer, Adelbert, 1786-1848||1786-1848|0|0|
NA|Sans Camo|Camo, Sans|||0|0|
Luís de Camões|Luís de Camões|Camões, Luís de, 1524?-1580|1520s-1580|1524-1580|0|1|Found: via work_scan OpenL
NA|Wadsworth Camp|Camp, Wadsworth, 1879-1936||1879-1936|0|0|
Walter Camp|Walter Camp|Camp, Walter, 1859-1925|1859-1925|1859-1925|2|1|Found: via dates
Jeanne-Louise-Henriette Campan|Jeanne-LouiseHenriette Campan|Campan, Mme (Jeanne-Louise-Henriette), 1752-1822|1752-1822|1752-1822|0|0|Found: via manual
Tommaso Campanella|Tommaso Campanella|Campanella, Tommaso, 1568-1639|1568-1639|1568-1639|1|0|Found: via dates
NA|Lorenzo Campano|Campano, Lorenzo|||0|0|
NA|A. Campbell|Campbell, A.|||0|0|Possible Type 1: A. Y. Campbell
NA|Adelaide M. G. Campbell|Campbell, Adelaide M. G.|||0|0|
Alexander Campbell (Canadian senator)|Alexander Campbell|Campbell, Alexander, 1822-1892|1822-1892|1822-1892|1|1|Found: via dates
NA|Alice Campbell|Campbell, Alice, 1887-||1887-|0|0|
NA|C. A. Campbell|Campbell, C. A.|||0|0|
NA|Charles Campbell|Campbell, Charles, 1807-1876||1807-1876|0|0|
Douglas Houghton Campbell|Douglas Houghton Campbell|Campbell, Douglas Houghton, 1859-1953|1859-1953|1859-1953|1|0|Found: via dates
NA|Dudley M. Campbell|Campbell, Dudley M., 1836-1906||1836-1906|0|0|
NA|Duncan Campbell|Campbell, Duncan, 1819?-1886||1819-1886|0|0|Possible Type 1: Multiple matches see log file
Helen Stuart Campbell|Helen Campbell|Campbell, Helen, 1839-1918|1839-1918|1839-1918|5|1|Found: via dates
NA|J. Duncan Campbell|Campbell, J. Duncan|||0|0|
NA|J. L. Campbell|Campbell, J. L.|||0|0|
John Campbell, 1st Baron Campbell|John Campbell Campbell|Campbell, John Campbell, Baron, 1779-1861|1779-1861|1779-1861|0|0|Found: via manual
NA|John Scott Campbell|Campbell, John Scott|||0|0|Possible Type 5: Duncan Campbell Scott
John W. Campbell|John Wood Campbell|Campbell, John Wood, 1910-1971|1910-1971|1910-1971|5|1|Found: via dates
NA|John Campbell|Campbell, John, 1840-1904||1840-1904|0|0|Possible Type 5: John W. Campbell
Joseph Campbell (poet)|Joseph Campbell|Campbell, Joseph|1879-1944||0|0|Found: via work_scan OpenL
NA|Mark Campbell|Campbell, Mark, 19th cent.||19thcent.-|0|0|
Reginald John Campbell|Reginald John Campbell|Campbell, R. J. (Reginald John), 1867-1956|1867-1956|1867-1956|2|0|Found: via dates
NA|R. W. Campbell|Campbell, R. W.|||0|0|False Positive: J. W. R. Campbell
NA|Robert Granville Campbell|Campbell, Robert Granville|||0|0|
NA|Theophila Carlile Campbell|Campbell, Theophila Carlile|||0|0|
NA|Thomas J. Campbell|Campbell, Thomas J.|||0|0|
Joachim Heinrich Campe|Joachim Heinrich Campe|Campe, Joachim Heinrich, 1746-1818|1746-1818|1746-1818|1|0|Found: via dates
NA|M. H. Van Campen|Campen, M. H. Van, 1874-1942||1874-1942|0|0|
Edmund Campion|Saint Edmund Campion|Campion, Edmund, Saint, 1540-1581|1540-1581|1540-1581|1|0|Found: via dates
NA|José Campo Arana|Campo Arana, José, 1847-1885||1847-1885|0|0|
NA|Alfredo Campos|Campos, Alfredo, 1847-||1847-|0|0|Possible Type 1: Alfredo Luís Campos
Jean-Pierre Camus|Jean-Pierre Camus|Camus, Jean-Pierre, 1584-1652|1584-1652|1584-1652|1|1|Found: via dates
NA|Canada. Department of the Interior|Canada. Department of the Interior|||0|0|
NA|Canada. Post Office Department|Canada. Post Office Department|||0|0|
NA|Canada|Canada|||0|0|
NA|Canadian Kodak Company|Canadian Kodak Company|||0|0|
NA|Michael Joseph Canavan|Canavan, M. J. (Michael Joseph)|||0|0|
Henry Seidel Canby|Henry Seidel Canby|Canby, Henry Seidel, 1878-1961|1878-1961|1878-1961|1|1|Found: via dates
Helen Churchill Candee|Helen Churchill Hungerford Candee|Candee, Helen Churchill Hungerford, Mrs., 1861-1949|1858-1949|1861-1949|0|0|Found: via work_scan OpenL
NA|António Cândido|Cândido, António, 1850-1922||1850-1922|0|0|Possible Type 2: António Cândido
Edmund Candler|Edmund Candler|Candler, Edmund, 1874-1926|1874-1926|1874-1926|1|1|Found: via dates
Miguel Cané|Miguel Cané|Cané, Miguel, 1851-1905|1851-1905|1851-1905|2|1|Found: via dates
NA|William A. Canfield|Canfield, William A., 1840-||1840-|0|0|Possible Type 1: William Canfield
Ivan Cankar|Ivan Cankar|Cankar, Ivan, 1876-1918|1876-1918|1876-1918|1|1|Found: via dates
Gilbert Cannan|Gilbert Cannan|Cannan, Gilbert, 1884-1955|1884-1955|1884-1955|2|1|Found: via dates
George Q. Cannon|George Q. Cannon|Cannon, George Q.|1827-1901||0|0|Found: via work_scan OpenL
NA|Justo German Cantero|Cantero, Justo German, 1815-1871||1815-1871|0|0|
Minna Canth|Minna Canth|Canth, Minna, 1844-1897|1844-1897|1844-1897|14|1|Found: via dates
William Canton|William Canton|Canton, William, 1845-1926|1845-1926|1845-1926|1|0|Found: via dates
Cesare Cantù|Cesare Cantù|Cantù, Cesare, 1804-1895|1804-1895|1804-1895|2|1|Found: via dates
NA|Janey Canuck|Canuck, Janey|||0|0|False Positive: Emily Murphy
Cao Xueqin|Xueqin Cao|Cao, Xueqin, 1717?-1763|1724-1763|1717-1763|0|1|Found: via work_scan OpenL
Cao Zhi|Zhi Cao|Cao, Zhi, 192-232|192-232|192-232|1|1|Found: via dates
NA|Jean Baptiste Caouette|Caouette, J. B. (Jean Baptiste), 1854-1922||1854-1922|0|0|
José Raúl Capablanca|José Raúl Capablanca|Capablanca, José Raúl, 1888-1942|1888-1942|1888-1942|1|1|Found: via dates
Jean-Baptiste Honoré Raymond Capefigue|Jean-Baptiste Capefigue|Capefigue, Jean-Baptiste|1801-1872||0|0|Found: via work_scan OpenL
Karel Čapek|Karel Čapek|Čapek, Karel, 1890-1938|1890-1938|1890-1938|1|1|Found: via dates
Thomas John Capel|Thomas John Capel|Capel, T. J. (Thomas John), 1836-1911|1836-1911|1836-1911|1|0|Found: via dates
NA|J. van de Capelle|Capelle, J. van de|||0|0|
NA|Felix Antonio de Brito Capello|Capello, Felix Antonio de Brito, 1828-1879||1828-1879|0|0|
NA|Ernest Capendu|Capendu, Ernest, 1826-1868||1826-1868|0|0|Possible Type 5: Théodore Barrière
Bernard Capes|Bernard Edward Joseph Capes|Capes, Bernard Edward Joseph, 1854-1918|1854-1918|1854-1918|2|1|Found: via dates
NA|Giulio Caprin|Caprin, Giulio, 1880-1958||1880-1958|0|0|
Luigi Capuana|Luigi Capuana|Capuana, Luigi, 1839-1915|1839-1915|1839-1915|11|1|Found: via dates
Raffaello Carboni|Raffaello Carboni|Carboni, Raffaello, 1817-1875|1817-1875|1817-1875|1|1|Found: via dates
NA|Giulio Carcano|Carcano, Giulio, 1812-1884||1812-1884|0|0|
Benjamin N. Cardozo|Benjamin Nathan Cardozo|Cardozo, Benjamin N. (Benjamin Nathan), 1870-1938|1870-1938|1870-1938|1|1|Found: via dates
Richard Carew (antiquary)|Richard Carew|Carew, Richard, 1555-1620|1555-1620|1555-1620|1|1|Found: via dates
Henry Charles Carey|Henry Charles Carey|Carey, Henry Charles, 1793-1879|1793-1879|1793-1879|2|1|Found: via dates
Henry Carey (writer)|Henry Carey|Carey, Henry, 1687?-1743|1687-1743|1687-1743|0|0|Found: via dates
NA|Joseph Carey|Carey, Joseph, -1913||-1913|0|0|Possible Type 1: Multiple matches see log file
Rosa Nouchette Carey|Rosa Nouchette Carey|Carey, Rosa Nouchette, 1840-1909|1840-1909|1840-1909|10|1|Found: via dates
William Carey (missionary)|William Carey|Carey, William, 1761-1834|1761-1834|1761-1834|1|1|Found: via dates
NA|George W. Carleton|Carleton, George W., 1832-1901||1832-1901|0|0|
NA|H. B. Carleton|Carleton, H. B.|||0|0|
Will Carleton|Will Carleton|Carleton, Will, 1845-1912|1845-1912|1845-1912|2|1|Found: via dates
William Carleton|William Carleton|Carleton, William, 1794-1869|1794-1869|1794-1869|20|1|Found: via dates
NA|William Carleton|Carleton, William, 1876-1945||1876-1945|0|0|Possible Type 5: William Carleton
Richard Carlile|Richard Carlile|Carlile, Richard, 1790-1843|1790-1843|1790-1843|4|0|Found: via dates
John R. Carling|John R. Carling|Carling, John R.|||0|0|Found: via work_scan OpenL
NA|Henry Fisk Carlton|Carlton, Henry Fisk|||0|0|
Thomas Carlyle|Thomas Carlyle|Carlyle, Thomas, 1795-1881|1795-1881|1795-1881|37|1|Found: via dates
Bliss Carman|Bliss Carman|Carman, Bliss, 1861-1929|1861-1929|1861-1929|5|1|Found: via dates
NA|John Prosper Carmel|Carmel, John Prosper|||0|0|
NA|Alfred Carmichael|Carmichael, Alfred, 1874-1963||1874-1963|0|0|
Amy Carmichael|Amy Carmichael|Carmichael, Amy, 1867-1951|1867-1951|1867-1951|2|0|Found: via dates
Robert Daniel Carmichael|Robert Daniel Carmichael|Carmichael, R. D. (Robert Daniel), 1879-1967|1879-1967|1879-1967|2|0|Found: via dates
NA|Robert Carmichael-Smyth|Carmichael-Smyth, Robert|||0|0|
NA|James Richards Carnahan|Carnahan, James R. (James Richards), 1840-1905||1840-1905|0|0|
Carnegie Library of Pittsburgh|Carnegie Library of Pittsburgh|Carnegie Library of Pittsburgh|||0|0|Found: via manual
Andrew Carnegie|Andrew Carnegie|Carnegie, Andrew, 1835-1919|1835-1919|1835-1919|6|1|Found: via dates
David Carnegie (explorer)|David Wynford Carnegie|Carnegie, David Wynford, 1871-1900|1871-1900|1871-1900|1|1|Found: via dates
NA|Décio Carneiro|Carneiro, Décio, 1868-1939||1868-1939|0|0|
Josep Carner|Josep Carner|Carner, Josep, 1884-1971|1884-1970|1884-1971|0|1|Found: via work_scan OpenL
Elme Marie Caro|Elme-Marie Caro|Caro, E. (Elme-Marie), 1826-1887|1826-1887|1826-1887|1|0|Found: via dates
NA|Madame P. Caro|Caro, Madame P.|||0|0|
NA|Guido Carocci|Carocci, Guido|||0|0|
NA|Pierre Caron|Caron, Pierre|||0|0|
Edward Carpenter|Edward Carpenter|Carpenter, Edward, 1844-1929|1844-1929|1844-1929|7|1|Found: via dates
NA|Flora Leona Carpenter|Carpenter, Flora L. (Flora Leona), 1880-||1880-|0|0|
George Herbert Carpenter|George Herbert Carpenter|Carpenter, George H. (George Herbert), 1865-1939|1865-1939|1865-1939|1|1|Found: via dates
NA|J. Estlin Carpenter|Carpenter, J. Estlin|||0|0|
John A. Carpenter|John A. Carpenter|Carpenter, John A.|1912-1978||0|0|Found: via manual
NA|Minnie Lindsay Rowell Carpenter|Carpenter, Minnie Lindsay Rowell|||0|0|
NA|Stephen Haskins Carpenter|Carpenter, Stephen H. (Stephen Haskins), 1831-1878||1831-1878|0|0|
NA|N. J. Carpentier|Carpentier, N.-J.|||0|0|
NA|Annie Roe Carr|Carr, Annie Roe|||0|0|
NA|Edmund Donald Carr|Carr, E. Donald (Edmund Donald), -1900||-1900|0|0|
John Carr (travel writer)|John Carr|Carr, John, Sir, 1772-1832|1772-1832|1772-1832|2|1|Found: via dates
Terry Carr|Terry Gene Carr|Carr, Terry Gene, 1937-1987|1937-1987|1937-1987|2|1|Found: via dates
Bernard Carra de Vaux|Bernard Carra de Vaux|Carra de Vaux, Bernard, baron, 1867-|1867-1953|1867-|0|0|Found: via work_scan OpenL
NA|Zulma Carraud|Carraud, Zulma, 1796-1889||1796-1889|0|0|
NA|Emilio Carrere|Carrere, Emilio, 1881-1947||1881-1947|0|0|
NA|Lyman Carrier|Carrier, Lyman, 1877-1963||1877-1963|0|0|
Hereward Carrington|Hereward Carrington|Carrington, Hereward, 1880-1959|1880-1958|1880-1959|0|1|Found: via work_scan OpenL
Lewis Carroll|Lewis Carroll|Carroll, Lewis, 1832-1898|1832-1898|1832-1898|27|1|Found: via dates
NA|Mitchell Carroll|Carroll, Mitchell, 1870-1925||1870-1925|0|0|
NA|Robert Sproul Carroll|Carroll, Robert S. (Robert Sproul), 1869-1949||1869-1949|0|0|
NA|William Carroll|Carroll, William|||0|0|
NA|Frank Weston Carruth|Carruth, Frank Weston|||0|0|
NA|Hayden Carruth|Carruth, Hayden, 1862-1932||1862-1932|0|0|Possible Type 2: Hayden Carruth
Charles E. Carryl|Charles Edward Carryl|Carryl, Charles E. (Charles Edward), 1841-1920|1841-1920|1841-1920|2|1|Found: via dates
Guy Wetmore Carryl|Guy Wetmore Carryl|Carryl, Guy Wetmore, 1873-1904|1873-1904|1873-1904|6|1|Found: via dates
Captain James Carson|James Carson|Carson, James|||0|0|Found: via manual
NA|Thomas Carson|Carson, Thomas|||0|0|False Positive: Thomas Carson ; Thomas Carson (politician)
NA|Christian Carstairs|Carstairs, Christian|||0|0|
NA|Charles Franklin Carter|Carter, Charles Franklin, 1890-1957||1890-1957|0|0|
Carters of Prussia Cove|Harry Carter|Carter, Harry|1749-1809||0|0|Found: via manual
St George Henry Rathborne|Herbert Carter|Carter, Herbert|1854-1938||0|0|Found: via manual
Jesse Benedict Carter|Jesse Benedict Carter|Carter, Jesse Benedict, 1872-1917|1872-1917|1872-1917|0|0|Found: via dates
Jimmy Carter|Jimmy Carter|Carter, Jimmy, 1924-|1924-|1924-|0|0|Found: via work_scan OpenL
NA|Mary Elizabeth Carter|Carter, Mary Elizabeth|||0|0|
NA|Nicholas Carter|Carter, Nicholas|||0|0|
Robert G. Carter|Robert Goldthwaite Carter|Carter, Robert Goldthwaite, 1845-1936|1845-1936|1845-1936|1|0|Found: via dates
NA|John Dunloe Carteret|Carteret, John Dunloe|||0|0|
Jacques Cartier|Jacques Cartier|Cartier, Jacques, 1491-1557|1491-1557|1491-1557|2|1|Found: via dates
NA|Julia Cartwright|Cartwright, Julia|||0|0|
NA|S. E. Cartwright|Cartwright, S. E.|||0|0|
Paul Carus|Paul Carus|Carus, Paul, 1852-1919|1852-1919|1852-1919|2|0|Found: via dates
William Alexander Caruthers|Alexander Caruthers|Caruthers, William A. (Alexander), 1802-1843|1802-1846|1802-1843|0|0|Found: via work_scan OpenL
William Alexander Caruthers|William Alexander Caruthers|Caruthers, William Alexander|1802-1846||0|0|Found: via work_scan OpenL
NA|Álvaro do Carvalhal|Carvalhal, Álvaro do|||0|0|
NA|António Joaquim de Carvalho|Carvalho, António Joaquim de, -1817||-1817|0|0|
NA|David Nunes Carvalho|Carvalho, David Nunes, 1848-1925||1848-1925|0|0|
NA|João Marques de Carvalho|Carvalho, João Marques de, 1866-1910||1866-1910|0|0|
NA|Manuel Emílio Gomes de Carvalho|Carvalho, Manuel Emílio Gomes de, 1859-1919||1859-1919|0|0|
Maria Amália Vaz de Carvalho|Maria Amália Vaz de Carvalho|Carvalho, Maria Amália Vaz de, 1847-1921|1847-1921|1847-1921|3|0|Found: via dates
NA|Xavier de Carvalho|Carvalho, Xavier de, 1862-1919||1862-1919|0|0|
Elisabeth Luther Cary|Elisabeth Luther Cary|Cary, Elisabeth Luther, 1867-1936|1867-1936|1867-1936|2|0|Found: via dates
Henry Francis Cary|Henry Francis Cary|Cary, Henry Francis, 1772-1844|1772-1844|1772-1844|1|1|Found: via dates
Giacomo Casanova|Giacomo Casanova|Casanova, Giacomo, 1725-1798|1725-1798|1725-1798|33|1|Found: via dates
Bartolomé de las Casas|Bartolomé de las Casas|Casas, Bartolomé de las, 1474-1566|1484-1566|1474-1566|0|1|Found: via work_scan OpenL
NA|Raimón Casellas|Casellas, Raimón, 1855-1910||1855-1910|0|0|
Roger Casement|Roger Casement|Casement, Roger, 1864-1916|1864-1916|1864-1916|1|1|Found: via dates
NA|Patrick Casey|Casey, Patrick|||0|0|
NA|Augusto Casimiro|Casimiro, Augusto|||0|0|
NA|Ben Casseday|Casseday, Ben|||0|0|
NA|Joe Cassells|Cassells, Joe|||0|0|Possible Type 2: Joe Cassells
Walter Richard Cassels|Walter Richard Cassels|Cassels, Walter Richard, 1826-1907|1826-1907|1826-1907|7|0|Found: via dates
NA|Gordon Casserly|Casserly, Gordon, 1869-1947||1869-1947|0|0|
NA|Francis Bernard Cassilly|Cassilly, Francis Bernard, 1860-1938||1860-1938|0|0|
Cassiodorus|Senator Cassiodorus|Cassiodorus, Senator, 487?-585?|485-585|487-585|0|1|Found: via work_scan OpenL
Ernst Cassirer|Ernst Cassirer|Cassirer, Ernst, 1874-1945|1874-1945|1874-1945|1|0|Found: via dates
