NA|Alice Josephine Smith|Smith, Alice Josephine|||0|0|Possibles: Multiple matches see log file
NA|Brainard Gardner Smith|Smith, Brainard Gardner, 1846-1930||1846-1930|0|0|
NA|Caroline F. Smith|Smith, Caroline F.|||0|0|
NA|Charles Henry Smith|Smith, Charles Henry, 1861-1926||1861-1926|0|0|Possible Type 5: Alfred Russel Wallace
NA|D. Murray Smith|Smith, D. Murray|||0|0|
NA|Dan Smith|Smith, Dan|||0|0|
NA|E. A. Smith|Smith, E. A.|||0|0|Possible Type 9: Geologist
NA|Edith Smith|Smith, Edith|||0|0|Possibles: Multiple matches see log file
NA|Everett C. Smith|Smith, Everett C.|||0|0|Possible Type 9: Roman Frederick Starzl
NA|Frank Vining Smith|Smith, Frank Vining, 1879-1967||1879-1967|0|0|
NA|Gean Smith|Smith, Gean, 1851-1928||1851-1928|0|0|
NA|H. Bellingham Smith|Smith, H. Bellingham|||0|0|
NA|H. R. Smith|Smith, H. R.|||1|0|False Positive: Richard Smith (silent film director)
Harry B. Smith|Harry Bache Smith|Smith, Harry B. (Harry Bache), 1860-1936|1860-1936|1860-1936|1|0|Found: via dates
NA|Harry L. Smith|Smith, Harry L.|||0|0|
NA|Henrietta Brown Smith|Smith, Henrietta Brown, 1868-||1868-|0|0|
NA|Horace Wemyss Smith|Smith, Horace Wemyss, 1825-1891||1825-1891|0|0|
Horace Smith (poet)|Horace Smith|Smith, Horace, 1779-1849|1779-1849|1779-1849|1|1|Found: via dates
NA|Howard E. Smith|Smith, Howard E.|||0|0|
NA|Huntington Smith|Smith, Huntington|||0|0|
NA|James Dale Smith|Smith, James Dale|||0|0|
NA|James Edgar Smith|Smith, James Edgar, 1864-||1864-|0|0|
James and Horace Smith|James Smith|Smith, James, 1775-1839|1775-1839|1775-1839|0|0|Found: via manual
John Benjamin Smith|John Benjamin Smith|Smith, John Benjamin|1794-1879||0|0|Found: via manual
NA|John Harrington Smith|Smith, John Harrington|||0|0|
John Stafford Smith|John Stafford Smith|Smith, John Stafford, 1750-1836|1750-1836|1750-1836|1|0|Found: via dates
NA|Mary Stuart Harrison Smith|Smith, Mary Stuart Harrison, 1834-1917||1834-1917|0|0|Possibles: Multiple matches see log file
NA|Minna Caroline Smith|Smith, Minna Caroline|||0|0|
Nora Archibald Smith|Nora Archibald Smith|Smith, Nora Archibald, 1859-1934|1859-1934|1859-1934|10|1|Found: via dates
Pamela Colman Smith|Pamela Colman Smith|Smith, Pamela Colman|1878-1951||1|0|Found: via work_scan WP
NA|Philip Smith|Smith, Philip|||0|0|
NA|Robert E. Smith|Smith, Robert E.|||0|0|Possible Type 2: Robert E. Smith
NA|Sarah K. Smith|Smith, Sarah K.|||0|0|
NA|Sofus Laurits Henrik Christian Julius Birket Smith|Smith, Sofus Laurits Henrik Christian Julius Birket|||0|0|
NA|W. A. Smith|Smith, W. A.|||0|0|
NA|W. T. Smith|Smith, W. T.|||0|0|
Wallace Smith (screenwriter)|Wallace Smith|Smith, Wallace, 1888-1937|1888-1937|1888-1937|1|0|Found: via dates
NA|Wilford H. Smith|Smith, Wilford H.|||0|0|
NA|William Smith|Smith, William|||5|0|False Positive: Billy Ray Smith, Sr. ; William Goldsmith alias Smith
NA|William Alexander Smith|Smith, William Alexander, 1866-||1866-|0|0|False Positive: William Alden Smith
NA|William E. Smith|Smith, William E.|||0|0|Possibles: Multiple matches see log file
William Smith (poet)|William Smith|Smith, William, active 1596||1596-|1|0|Found: via manual
Winchell Smith|Winchell Smith|Smith, Winchell, 1871-1933|1871-1933|1871-1933|1|0|Found: via dates
NA|Worthington G. Smith|Smith, Worthington G.|||0|0|
NA|Wuanita Smith|Smith, Wuanita, 1866-1959||1866-1959|0|0|
NA|Leonard Charles Smithers|Smithers, Leonard C. (Leonard Charles), 1861-1907||1861-1907|0|0|
Frank Smithies|F. Smithies|Smithies, F.|1912-2002||0|0|Found: via manual
NA|Julian Kennedy Smyth|Smyth, Julian Kennedy, 1856-1921||1856-1921|0|0|
NA|Frank Snapp|Snapp, Frank|||0|0|Possible Type 9: List of works by E. W. Hornung
NA|E. Hershey Sneath|Sneath, E. Hershey|||0|0|
NA|Bonnie E. Snow|Snow, Bonnie E.|||0|0|
NA|Francis Haffkine Snow|Snow, Francis Haffkine|||0|0|
Ted Snyder|Ted Snyder|Snyder, Ted, 1881-1965|1881-1965|1881-1965|1|0|Found: via dates
George Soane|George Soane|Soane, George, 1790-1860|1790-1860|1790-1860|2|0|Found: via dates
NA|American Sabbath Tract Society|Society, American Sabbath Tract|||0|0|
Delphian Society|The Delphian Society|Society, The Delphian|||0|0|Found: via manual
Hakluyt Society|The Hakluyt Society|Society, The Hakluyt|||0|0|Found: via manual
NA|Paul Sock|Sock, Paul|||0|0|
NA|Werner Soderhjelm|Soderhjelm, Werner, 1859-1931||1859-1931|0|0|
NA|Sodero's Band|Sodero's Band|||0|0|
NA|L. Soininen|Soininen, L.|||0|0|
NA|de Soissons|Soissons, Count de, 1860-||1860-|0|0|
NA|Clara Sokolowsky-Theumann|Sokolowsky-Theumann, Clara|||0|0|
NA|Torald Sollmann|Sollmann, Torald|||0|0|
NA|Harry M. Solomon|Solomon, Harry M.|||0|0|
NA|Leon Victor Solon|Solon, Leon V. (Leon Victor), 1872-1957||1872-1957|0|0|
D. C. Somervell|David Churchill Somervell|Somervell, D. C. (David Churchill), 1885-1965|1885-1965|1885-1965|1|0|Found: via dates
Edith Somerville|Edith Oenone Somerville|Somerville, E. Oe. (Edith Oenone), 1858-1949|1858-1949|1858-1949|5|0|Found: via dates
NA|Howard Somerville|Somerville, Howard|||1|0|False Positive: Howard Somervell
William Somervile|William Somerville|Somerville, William, 1675-1742|1675-1742|1675-1742|1|0|Found: via dates
NA|Heinrich Oskar Sommer|Sommer, H. Oskar (Heinrich Oskar), 1861-||1861-|0|0|
Arnold Sommerfeld|Arnold Sommerfeld|Sommerfeld, Arnold, 1868-1951|1868-1951|1868-1951|1|1|Found: via dates
NA|K. E. Sonck|Sonck, K. E., 1852-1937||1852-1937|0|0|
NA|Levi Song|Song, Levi|||0|0|
NA|George Soper|Soper, George, 1870-1942||1870-1942|0|0|Possible Type 2: George Soper
NA|James Hamlin Gardner Soper|Soper, James Hamlin Gardner, 1877-1939||1877-1939|0|0|
Albert Sorel|Albert Sorel|Sorel, Albert, 1842-1906|1842-1906|1842-1906|1|0|Found: via dates
NA|Jacques Sorrèze|Sorrèze, Jacques|||0|0|
NA|Juliet M. Soskice|Soskice, Juliet M.|||0|0|
NA|Sou shen hou ji|Sou shen hou ji|||0|0|
George Soulié de Morant|Georges Soulié de Morant|Soulié de Morant, G. (Georges), 1878-1955|1878-1955|1878-1955|2|0|Found: via dates
NA|Monsieur Soulier|Soulier, Monsieur|||0|0|
John Philip Sousa|Sousa Band|Sousa Band|1854-1932||1|1|Found: via work_scan OpenL
NA|D. Alda de Sousa|Sousa, D. Alda de|||0|0|
NA|Amadeu de Sousa-Cardoso|Sousa-Cardoso, Amadeu de, 1887-1918||1887-1918|0|0|
NA|A. J. Lione Soutelo|Soutelo, A. J. Lione|||0|0|
NA|Joseph E. Southall|Southall, Joseph E.|||0|0|
NA|William Southall|Southall, William|||0|0|
NA|Thos. Southwell|Southwell, Thos.|||0|0|Possibles: Multiple matches see log file
NA|Gertrude Van Duyn Southworth|Southworth, Gertrude Van Duyn|||0|0|
NA|Lesbazeilles Souvestre|Souvestre, Lesbazeilles|||0|0|
Pierre Souvestre|Pierre Souvestre|Souvestre, Pierre, 1874-1914|1874-1914|1874-1914|5|0|Found: via dates
NA|Millicent Sowerby|Sowerby, Millicent, 1878-1967||1878-1967|0|0|
NA|Adolph Spaeth|Spaeth, Adolph, 1839-1910||1839-1910|0|0|
NA|Henry Spalding|Spalding, Henry|||0|0|Possibles: Multiple matches see log file
NA|Katie Spalding|Spalding, Katie, -1954||-1954|0|0|
NA|Vincenzo Spampanato|Spampanato, Vincenzo, 1873-1928||1873-1928|0|0|
NA|Nikolaos Spandonis|Spandonis, Nikolaos|||0|0|
Jared Sparks|Jared Sparks|Sparks, Jared, 1789-1866|1789-1866|1789-1866|11|0|Found: via dates
Walter Shaw Sparrow|Walter Shaw Sparrow|Sparrow, Walter Shaw, 1862-1940|1862-1940|1862-1940|2|0|Found: via dates
NA|Harold Speakman|Speakman, Harold, 1888-1928||1888-1928|0|0|
NA|Richard L. Spear|Spear, Richard L.|||0|0|Possible Type 9: Diego Collado's Grammar of the Japanese Language
NA|Klára Špecingrova-Baušová|Špecingrova-Baušová, Klára|||0|0|
Lancelot Speed|Lancelot Speed|Speed, Lancelot, 1860-1931|1860-1931|1860-1931|7|0|Found: via dates
NA|Ted Speicher|Speicher, Ted|||0|0|
Percy Spence|Percy Frederick Seaton Spence|Spence, Percy F. S. (Percy Frederick Seaton), 1868-1933|1868-1933|1868-1933|2|0|Found: via dates
William Spence (entomologist)|William Spence|Spence, William|1783-1860||4|0|Found: via manual
Elizabeth Spencer (soprano)|Elizabeth Spencer|Spencer, Elizabeth, -1935|-1935|-1935|0|0|Found: via manual
NA|Hugh Spencer|Spencer, Hugh, 1887-1975||1887-1975|0|0|
John C. Spencer|John Canfield Spencer|Spencer, John C. (John Canfield), 1788-1855|1788-1855|1788-1855|1|0|Found: via dates
NA|Ernest Evan Spicer|Spicer, Ernest Evan|||0|0|
NA|Percy Edwin Spielmann|Spielmann, Percy Edwin, 1881-||1881-|0|0|
NA|Isidore Henry Bowles Spiers|Spiers, I. H. B. (Isidore Henry Bowles)|||0|0|
NA|Daniel Spillan|Spillan, D. (Daniel), -1854||-1854|0|0|Possible Type 9: Mercedonius
Jonathan E. Spilman|Jonathan E. Spilman|Spilman, Jonathan E., 1812-1896|1812-1896|1812-1896|1|0|Found: via dates
NA|Vasilii Spiridonovich Spiridonov|Spiridonov, V. S. (Vasilii Spiridonovich), 1878-1952||1878-1952|0|0|
NA|Spiritual Odes|Spiritual Odes|||0|0|
Harriet Elizabeth Prescott Spofford|Harriet Elizabeth Prescott Spofford|Spofford, Harriet Elizabeth Prescott, 1835-1921|1835-1921|1835-1921|1|1|Found: via dates
NA|Wilhelm Spohr|Spohr, Wilhelm, 1868-1959||1868-1959|0|0|
Steven Spurrier (artist)|Steven Spurrier|Spurrier, Steven|1878-1961||1|0|Found: via work_scan WP
NA|Maud Hunt Squire|Squire, Maud Hunt, 1873-||1873-|0|0|Possibles: Multiple matches see log file
NA|C. Clyde Squires|Squires, C. Clyde|||0|0|
NA|N. Srinivasan|Srinivasan, N.|||0|0|Possibles: Multiple matches see log file
J. Allen St. John|James Allen St. John|St. John, James Allen, 1872-1957|1872-1957|1872-1957|4|0|Found: via dates
NA|St. Jude|St. Jude|||0|0|Possible Type 2: Jude the Apostle
NA|Walter S. Stacey|Stacey, W. S. (Walter S.), 1846-1929||1846-1929|0|0|Possible Type 5: Mrs. Henry Clarke
Thomas Stack|Thomas Stack|Stack, Thomas|-1756||1|0|Found: via work_scan WP
Ernst Stadler|Ernst Stadler|Stadler, Ernst|1883-1914||0|0|Found: via manual
NA|Ferdinand Staeger|Staeger, Ferdinand, 1880-1976||1880-1976|0|0|
NA|Auguste Louis StaëlHolstein|Staël-Holstein, Auguste Louis, baron de, 1790-1827||1790-1827|0|0|Possible Type 5: Germaine de Staël
NA|Otakar Štáfl|Štáfl, Otakar, 1884-1945||1884-1945|0|0|
Pierre-Jules Hetzel|P.-J. Stahl|Stahl, P.-J., 1814-1886|1814-1886|1814-1886|1|0|Found: via dates
NA|Paul Stahr|Stahr, Paul, 1883-||1883-|0|0|Possible Type 2: Paul Stahr
NA|M. L. Staley|Staley, M. L.|||0|0|
NA|E. Stamp|Stamp, E.|||0|0|
Dave Stamper|Dave Stamper|Stamper, Dave, 1883-1963|1883-1963|1883-1963|1|0|Found: via dates
NA|A.W. Standen|Standen, A.W.|||0|0|
Clarkson Frederick Stanfield|Clarkson Stanfield|Stanfield, Clarkson, 1793-1867|1793-1867|1793-1867|1|0|Found: via dates
NA|C.J. Staniland|Staniland, C.J.|||0|0|
NA|Charles Joseph Staniland|Staniland, Charles Joseph, 1838-1916||1838-1916|0|0|
NA|C. J. Stanilard|Stanilard, C. J.|||0|0|
Frank C. Stanley|Frank C. Stanley|Stanley, Frank C., 1868-1910|1868-1910|1868-1910|1|0|Found: via dates
Henry Stanley, 3rd Baron Stanley of Alderley|Henry Edward John Stanley Stanley|Stanley, Henry Edward John Stanley, Baron, 1827-1903|1827-1903|1827-1903|0|0|Found: via manual
Robert C. Stanley|Robert Stanley|Stanley, Robert, 1918-1996|1918-1996|1918-1996|1|0|Found: via dates
NA|Beatrice Stevenson Stanoyevich|Stanoyevich, Beatrice Stevenson|||0|0|
Frank Lebby Stanton|Frank Lebby Stanton|Stanton, Frank Lebby, 1857-1927|1857-1927|1857-1927|1|0|Found: via dates
NA|P. G. Stanwood|Stanwood, P. G., 1933-||1933-|0|0|
NA|S.K. Star|Star, S.K.|||0|0|
NA|Ottomar Starke|Starke, Ottomar|||0|0|
NA|C. C. Starkweather|Starkweather, C. C.|||0|0|
NA|Chauncey Clark Starkweather|Starkweather, Chauncey C. (Chauncey Clark), 1851-1922||1851-1922|0|0|
NA|W. P. Starmer|Starmer, W. P.|||0|0|
NA|Ernest Starr|Starr, Ernest|||0|0|Possible Type 2: Ernest Starr
NA|Louis Starr|Starr, Louis|||0|0|
NA|Madison Stathers|Stathers, Madison, 1877-||1877-|0|0|
NA|Edward S. Staub|Staub, Edward S.|||0|0|
Sir George Staunton, 2nd Baronet|George T. Staunton|Staunton, George T.|1781-1859||2|0|Found: via work_scan WP
William Thomas Stead|Estelle Wilson Stead|Stead, Estelle W. (Estelle Wilson)|1849-1912||1|0|Found: via work_scan OpenL
NA|Richard Stead|Stead, Richard|||0|0|
NA|William Frederick Stecher|Stecher, William F. (William Frederick), 1864-||1864-|0|0|
NA|Arthur Griffin Stedman|Stedman, Arthur Griffin, 1859-1908||1859-1908|0|0|
Edmund Clarence Stedman|Edmund Clarence Stedman|Stedman, Edmund Clarence, 1833-1908|1833-1908|1833-1908|1|0|Found: via dates
Fabian Stedman|Fabian Stedman|Stedman, Fabian, 1631?-1713|1640-1713|1631-1713|1|0|Found: via work_scan OpenL
NA|Jules Steeg|Steeg, Jules, 1836-1898||1836-1898|0|0|
Frederic Dorr Steele|Frederic Dorr Steele|Steele, Frederic Dorr, 1873-1944|1873-1944|1873-1944|4|1|Found: via dates
Guy L. Steele, Jr.|Guy L. Steele|Steele, Guy L., 1954-|1954-|1954-|0|0|Found: via manual
NA|Robert Reynolds Steele|Steele, Robert Reynolds|||0|0|
Robert Steele (medievalist)|Robert Steele|Steele, Robert, 1860-1944|1860-1944|1860-1944|2|0|Found: via dates
Wilbur Daniel Steele|Wilbur Daniel Steele|Steele, Wilbur Daniel, 1886-1970|1886-1970|1886-1970|3|1|Found: via dates
NA|Willem Steelink|Steelink, Willem|||0|0|
Edward Steere|Edward Steere|Steere, Edward, 1828-1882|1828-1882|1828-1882|1|0|Found: via dates
NA|Charles J. Stees|Stees, Charles J.|||0|0|
William Steffe|William Steffe|Steffe, William, 1830?-1890|1830-1890|1830-1890|1|0|Found: via dates
Maximilian Steinberg|Maximilian Steinberg|Steinberg, Maximilian, 1883-1946|1883-1946|1883-1946|1|0|Found: via dates
NA|W. Steinert|Steinert, W.|||0|0|
NA|Steingrímur J. Þorsteinsson|Steingrímur J. Þorsteinsson|||0|0|Possibles: Multiple matches see log file
Joseph Stella|Joseph Stella|Stella, Joseph|1877-1946||0|0|Found: via manual
NA|O. A. Stemler|Stemler, O. A.|||0|0|
Henry Stenning|Henry James Stenning|Stenning, H. J. (Henry James), 1889-|1889-1971|1889-|1|0|Found: via work_scan WP
NA|Step 4|Step 4|||0|0|
NA|Step Four|Step Four|||0|0|
Harry Lushington Stephen|Harry Lushington Stephen|Stephen, Harry Lushington, Sir, 1860-1945|1860-1945|1860-1945|1|0|Found: via dates
Harry Lushington Stephen|Harry Lushington Stephen|Stephen, Sir Harry Lushington|1860-1945||1|0|Found: via work_scan WP
Alice Barber Stephens|Alice Barber Stephens|Stephens, Alice Barber, 1858-1932|1858-1932|1858-1932|6|0|Found: via dates
NA|Charles H. Stephens|Stephens, Charles H.|||0|0|
NA|Kate Stephens|Stephens, Kate, 1853-1938||1853-1938|0|0|
NA|S. E. A. H. Stephenson|Stephenson, S. E. A. H.|||0|0|
Gladys Bronwyn Stern|Gladys Bronwyn Stern|Stern, G. B. (Gladys Bronwyn), 1890-1973|1890-1973|1890-1973|1|0|Found: via dates
NA|Maximilian Stern|Stern, Maximilian, 1878-||1878-|0|0|
NA|Menco Stern|Stern, Menco|||0|0|
NA|Simon Adler Stern|Stern, Simon Adler|||0|0|Possible Type 9: Astor House
NA|Levi Sternberg|Sternberg, Levi|||0|0|
Albert Sterner|Albert Sterner|Sterner, Albert, 1863-1946|1863-1946|1863-1946|4|0|Found: via dates
Virginia Frances Sterrett|Frances Sterrett|Sterrett, Virginia Frances, 1900-1931|1900-1931|1900-1931|1|0|Found: via dates
NA|Augusta Rice Stetson|Stetson, Augusta Rice|||0|0|
Bertram Stevens (critic)|Bertram Stevens|Stevens, Bertram, 1872-1922|1872-1922|1872-1922|2|1|Found: via dates
NA|Frank Lincoln Stevens|Stevens, Frank Lincoln, 1871-1934||1871-1934|0|0|
NA|Henry P. Stevens|Stevens, Henry P.|||0|0|
NA|Mary Stevens|Stevens, Mary|||0|0|
NA|Monica Stevens|Stevens, Monica|||0|0|
NA|William Dodge Stevens|Stevens, William Dodge, 1870-1942||1870-1942|0|0|
NA|William Oliver Stevens|Stevens, William Oliver, 1878-1955||1878-1955|0|0|
Fanny Stevenson|Fanny Van de Grift Stevenson|Stevenson, Fanny Van de Grift, 1840-1914|1840-1914|1840-1914|0|0|Found: via manual
NA|R. A. M. Stevenson|Stevenson, R. A. M.|||0|0|
William Stevenson (Scottish writer)|William Stevenson|Stevenson, William, 1772-1829|1772-1829|1772-1829|1|0|Found: via dates
NA|John Stewardson|Stewardson, John|||0|0|Possible Type 2: Cope and Stewardson
Allan Stewart (artist)|Allan Stewart|Stewart, Allan, 1865-1951|1865-1951|1865-1951|2|0|Found: via dates
NA|Aubrey Stewart|Stewart, Aubrey, 1844-1918||1844-1918|0|0|
NA|D. B. Stewart|Stewart, D. B.|||0|0|
NA|Effie Stewart|Stewart, Effie|||0|0|
NA|Frank Algernon Stewart|Stewart, F. A. (Frank Algernon), 1877-||1877-|0|0|
NA|Hugh Fraser Stewart|Stewart, H. F. (Hugh Fraser), 1863-1948||1863-1948|0|0|
NA|Peggy Lou Stewart|Stewart, Peggy Lou|||0|0|
NA|Stanley N. Stewart|Stewart, Stanley N.|||0|0|Possible Type 1: An Collins
NA|J.H. Stickney|Stickney, J.H.|||0|0|
Chauncey Hugh Stigand|Chauncy Hugh Stigand|Stigand, C. H. (Chauncy Hugh), 1877-1919|1877-1919|1877-1919|1|0|Found: via dates
NA|Neff Stigand|Stigand, Nancy Yulee (Neff)|||1|0|False Positive: Chauncey Hugh Stigand
A. M. W. Stirling|Anna Maria Wilhelmina Stirling|Stirling, A. M. W. (Anna Maria Wilhelmina), 1865-1965|1865-1965|1865-1965|0|1|Found: via manual
NA|Patrick James Stirling|Stirling, Patrick James|||0|0|
NA|Marian Edwards Stockton|Stockton, Marian E. (Marian Edwards), -1906||-1906|0|0|
NA|Francis Hovey Stoddard|Stoddard, Francis Hovey, 1847-1936||1847-1936|0|0|
NA|Cilia Stoffel|Stoffel, Cilia|||0|0|
NA|Adrian Stokes|Stokes, Adrian|||0|0|
NA|Maive Stokes|Stokes, Maive|||0|0|
NA|Mary Stokes|Stokes, Mary|||0|0|Possible Type 2: Lady Mary Grey
Rose Pastor Stokes|Rose Pastor Stokes|Stokes, Rose Pastor, 1879-1933|1879-1933|1879-1933|1|0|Found: via dates
NA|Winston Stokes|Stokes, Winston|||0|0|
Alban Stolz|Alban Stolz|Stolz, Alban, 1808-1883|1808-1883|1808-1883|2|1|Found: via dates
NA|Freifrau von Hutten zum Stolzenberg|Stolzenberg, Freifrau von Hutten zum|||0|0|
NA|Andrew Adin Stomberg|Stomberg, Andrew A. (Andrew Adin), 1871-1943||1871-1943|0|0|
NA|Stone Age|Stone Age|||0|0|Possible Type 2: Stone Age
NA|Amy Wentworth Stone|Stone, Amy Wentworth|||0|0|
NA|David Stone|Stone, David|||0|0|
NA|Fred S. Stone|Stone, Fred S.|||0|0|
Marcus Stone|Marcus Stone|Stone, Marcus, 1840-1921|1840-1921|1840-1921|2|0|Found: via dates
NA|Pauline Stone|Stone, Pauline|||0|0|
NA|Herbert Morton Stoops|Stoops, Herbert Morton|||0|0|
Edward Storer|Edward Storer|Storer, Edward|1880-1944||0|0|Found: via manual
NA|Florence Edith Storer|Storer, Florence Edith|||0|0|
NA|Elisabeth Pausinger Stork|Stork, Elisabeth P. (Elisabeth Pausinger)|||0|0|
Gustav Storm|Gustav Storm|Storm, Gustav, 1845-1903|1845-1903|1845-1903|1|0|Found: via dates
NA|Francis Storr|Storr, Francis, 1839-1919||1839-1919|0|0|Possible Type 5: Ezra Pound
NA|Alan Story|Story, Alan|||0|0|
Robert Herbert Story|Robert Herbert Story|Story, Robert Herbert, 1835-1907|1835-1907|1835-1907|1|0|Found: via dates
NA|William R. S. Stott|Stott, W. R. S. (William R. S.)|||0|0|
NA|Charles Edward Stowe|Stowe, Charles Edward, 1850-1934||1850-1934|0|0|
NA|Lyman Beecher Stowe|Stowe, Lyman Beecher, 1880-1963||1880-1963|0|0|
NA|Edward L. Stowell|Stowell, Edward L.|||0|0|
James Strachey|James Strachey|Strachey, James|1887-1967||0|0|Found: via manual
NA|Lionel Strachey|Strachey, Lionel, 1864-1927||1864-1927|0|0|
NA|Nadja Strasser|Strasser, Nadja|||0|0|
NA|George Stratigis|Stratigis, George, 1860-1938||1860-1938|0|0|
Helen Stratton|Helen Stratton|Stratton, Helen|1867-1961||2|0|Found: via work_scan WP
NA|Malcolm Strauss|Strauss, Malcolm|||0|0|
NA|George Drayton Strayer|Strayer, George D. (George Drayton), 1876-1962||1876-1962|0|0|
NA|Eugène Edward Street|Street, Eugène E. (Eugène Edward), -1913||-1913|0|0|
NA|Frederick Street|Street, Frederick|||0|0|
G. S. Street|George Slythe Street|Street, G. S. (George Slythe), 1867-1936|1867-1936|1867-1936|3|0|Found: via dates
NA|Kate Street|Street, Kate, active 1880-1902||1880-1902|0|0|
NA|Alma Strettell|Strettell, Alma|||0|0|
NA|Jos. A. V. Stritzko|Stritzko, Jos. A. V.|||0|0|
NA|Anne Hervey Strong|Strong, Anne Hervey, 1876-1925||1876-1925|0|0|
NA|Beulah Strong|Strong, Beulah|||0|0|Possible Type 9: Aunt Jane of Kentucky
Joseph Dwight Strong|Joseph Dwight Strong|Strong, J. D. (Joseph Dwight), 1853-1899|1853-1899|1853-1899|1|0|Found: via dates
NA|Sydney Strong|Strong, Sydney, 1860-1938||1860-1938|0|0|
NA|F. Strothmann|Strothmann, F.|||0|0|
NA|Bertha Stuart|Stuart, Bertha|||0|0|
John Stuart (genealogist)|John Stuart|Stuart, John, 1813-1877|1813-1877|1813-1877|1|0|Found: via dates
NA|Louise Stuart|Stuart, Louise|||1|0|False Positive: Louisa Maria Teresa Stuart
Moses Stuart|Moses Stuart|Stuart, Moses, 1780-1852|1780-1852|1780-1852|1|0|Found: via dates
NA|Other Members of Carlton Studio|Studio, Other Members of Carlton|||1|0|False Positive: Charles I of England
NA|Joseph Stump|Stump, Joseph, 1866-1935||1866-1935|0|0|
John Sturgess|John Sturgess|Sturgess, John|||0|0|Found: via manual
NA|John J. Stutzman|Stutzman, John J.|||0|0|
NA|Nico van Suchtelen|Suchtelen, Nico van, 1878-1949||1878-1949|0|0|
NA|Juozas Suildauskas|Suildauskas, Juozas|||0|0|
Aleksandr Sukhovo-Kobylin|Aleksandr Sukhovo-Kobylin|Sukhovo-Kobylin, A. (Aleksandr), 1817-1903|1817-1903|1817-1903|1|0|Found: via dates
Anne Sullivan|Annie Sullivan|Sullivan, Annie, 1866-1936|1866-1936|1866-1936|1|1|Found: via dates
NA|Denis Baylor Sullivan|Sullivan, D. B. (Denis Baylor), -1909||-1909|0|0|
E. J. Sullivan|Edmund Joseph Sullivan|Sullivan, Edmund J. (Edmund Joseph), 1869-1933|1869-1933|1869-1933|4|0|Found: via dates
NA|Edward Sullivan|Sullivan, Edward|||0|0|
T. S. Sullivant|Thomas Starling Sullivant|Sullivant, T. S. (Thomas Starling), 1854-1926|1854-1926|1854-1926|1|0|Found: via dates
Benjamin Sulte|Benjamin Sulte|Sulte, Benjamin, 1841-1923|1841-1923|1841-1923|1|0|Found: via dates
NA|Simona Sumanaru|Sumanaru, Simona|||0|0|
NA|Frederick Caesar de Sumichrast|Sumichrast, Frederick C. de (Frederick Caesar de), 1845-1933||1845-1933|0|0|
NA|Dudley Gloyne Summers|Summers, Dudley Gloyne, 1892-1975||1892-1975|0|0|
NA|Leo Summers|Summers, Leo|||0|0|
Montague Summers|Montague Summers|Summers, Montague, 1880-1948|1880-1948|1880-1948|5|1|Found: via dates
Thomas Osgood Summers|Thomas Osmond Summers|Summers, Thomas O. (Thomas Osmond), 1812-1882|1812-1882|1812-1882|0|0|Found: via manual
Heywood Sumner|Heywood Sumner|Sumner, Heywood, 1853-1940|1853-1940|1853-1940|1|0|Found: via dates
NA|Margaret L. Sumner|Sumner, Margaret L.|||0|0|
Gabriel Sundukian|Gabriel Sundukyan|Sundukyan, Gabriel, 1825-1912|1825-1912|1825-1912|1|0|Found: via dates
NA|Hilma Suomalainen|Suomalainen, Hilma|||0|0|
NA|Katri Suomalainen|Suomalainen, Katri|||0|0|
NA|Ovando Byron Super|Super, O. B. (Ovando Byron), 1848-1935||1848-1935|0|0|
Aatto Suppanen|Aatto Suppanen|Suppanen, Aatto, 1855-1898|1855-1898|1855-1898|11|1|Found: via dates
NA|Alma Suppanen|Suppanen, Alma, 1858-1937||1858-1937|0|0|Possible Type 5: Aatto Suppanen
Franz von Suppé|Franz von Suppé|Suppé, Franz von, 1819-1895|1819-1895|1819-1895|1|0|Found: via dates
Alexander Sutherland (educator)|Alexander Sutherland|Sutherland, Alexander, 1852-1902|1852-1902|1852-1902|1|0|Found: via dates
NA|Julie Sutter|Sutter, Julie|||0|0|
Henry Suzzallo|Henry Suzzallo|Suzzallo, Henry, 1875-1933|1875-1933|1875-1933|1|0|Found: via dates
Otto Sverdrup|Otto Neumann Sverdrup|Sverdrup, Otto Neumann, 1854-1930|1854-1930|1854-1930|2|0|Found: via dates
NA|A. E. H. Swaen|Swaen, A. E. H.|||0|0|
NA|Frances Lucy Swain|Swain, Frances Lucy|||0|0|
NA|Joseph Ward Swain|Swain, Joseph Ward|||0|0|
NA|Walter Crane; Joseph Swain|Swain, Walter Crane; Joseph|||0|0|
Anna Swanwick|Anna Swanwick|Swanwick, Anna, 1813-1899|1813-1899|1813-1899|3|1|Found: via dates
NA|Hugh Thomas Swedenberg|Swedenberg, H. T. (Hugh Thomas), 1906-1978||1906-1978|0|0|Possible Type 5: Samuel Johnson
Arthur Sweetser|Arthur Sweetser|Sweetser, Arthur, 1888-1968|1888-1968|1888-1968|1|0|Found: via dates
NA|Charles Swickard|Swickard, Charles|||0|0|
NA|Gwendolen H. Swinburne|Swinburne, Gwendolen H.|||1|0|False Positive: George Swinburne
NA|O. R. Sylvester|Sylvester, O. R.|||0|0|
NA|J. A. Symington|Symington, J. A.|||1|0|False Positive: J. Fife Symington Jr.
NA|J. Ayton Symington|Symington, J. Ayton|||0|0|Possible Type 9: The Wheels of Chance
NA|Agnes Louise Symmers|Symmers, Agnes Louise|||0|0|Possibles: Multiple matches see log file
